transaction_id,customer_id,transaction_date,amount
88,4010,2023-08-14,56.432519255913064
89,3131,2023-10-26,66.14826498364997
90,1737,2023-03-20,47.47333763944017
91,3187,2023-03-16,21.709918055847137
92,472,2023-02-07,7.0721580156082435
93,3178,2023-05-28,52.14070044457636
94,2927,2023-12-18,73.2011925433302
95,2866,2023-08-31,10.52538101644281
96,3198,2023-11-05,4928.945328130103
97,2462,2023-02-24,25.31225525113395
98,3582,2023-01-17,11.514896367257691
99,501,2023-04-10,14.072619190104307
100,121,2023-04-08,13.569059391761742
101,1776,2023-05-19,27.144284505452106
102,607,2023-03-19,24.75269259175253
103,4446,2023-09-23,40.3918576092424
104,820,2023-10-06,4.892257448715468
105,3265,2023-12-10,43.5240999001307
106,784,2023-02-13,1.1044123696250752
107,1847,2023-07-22,14.878212256303467
108,4593,2023-09-04,34.87161884359178
109,392,2023-12-27,58.06743027913149
110,3746,2023-10-10,73.75969385567888
111,1133,2023-06-25,1.8104510884530263
112,2977,2023-02-06,38.55401860449429
113,2518,2023-03-05,21.881592175026
114,4446,2023-10-30,59.3572462473851
115,4871,2023-11-01,16.688378225146234
116,2197,2023-11-18,68.07494225266692
117,3461,2023-02-14,46.0949348373789
118,4440,2023-02-27,77.95444431931045
119,677,2023-12-29,208.0048568294602
120,595,2023-03-06,119.61781947892855
121,3885,2023-11-20,44.98276786509187
122,3152,2023-08-28,112.10375443222631
123,3325,2023-04-22,8.308031319034125
124,2935,2023-09-16,2.1994312399772804
125,4334,2023-03-31,38.08556968637312
126,2986,2023-08-30,183.19915021520484
127,2364,2023-11-23,61.84829833937998
128,840,2023-12-08,18.202417582714382
129,2511,2023-09-23,55.24731825319537
130,3770,2023-09-23,2.036293347902742
131,4688,2023-10-22,31.802402597356792
132,2888,2023-03-06,13.541620331346124
133,3044,2023-11-10,2.5224799705573253
134,1632,2023-09-01,14.378129359933766
135,1406,2023-10-20,64.08958830753822
136,4246,2023-11-27,40.05764650683668
137,2490,2023-10-17,1.185693123360943
138,4491,2023-03-19,26.359417732871194
139,3437,2023-10-21,69.7508354284553
140,6,2023-11-13,154.61732808659207
141,2582,2023-04-13,103.7157635180825
142,220,2023-03-15,0.07604536116181201
143,2919,2023-01-29,12.339931800672458
144,12,2023-06-27,11.643086273660465
145,2843,2023-11-17,26.64458408684992
146,458,2023-12-30,51.88826427910629
147,2273,2023-09-06,8.306806176178586
148,167,2023-09-11,123.65603528794693
149,1974,2023-09-17,75.05539633581083
150,1945,2023-04-07,27.17880030488545
151,2196,2023-08-26,43.85271684053216
152,4132,2023-06-01,39.02269427035749
153,3829,2023-06-18,43.64121852005404
154,4738,2023-01-22,98.34682182450996
155,240,2023-01-10,11.164655590558251
156,917,2023-02-13,57.555415619475085
157,2953,2023-07-07,5.660271452867566
158,3439,2023-06-03,30.73195709034057
159,856,2023-05-20,50.50794207849806
160,2665,2023-01-20,0.6290232191116881
161,3239,2023-10-18,5.718171808264582
162,554,2023-12-31,4.785185179595208
163,2814,2023-08-02,23.475596115761807
164,1886,2023-03-04,48.64423895444598
165,2946,2023-05-25,275.6378263816112
166,1229,2023-08-03,14.656771439780297
167,195,2023-12-02,7.306783636178552
168,3688,2023-03-28,26.786889239210165
169,1426,2023-08-30,7.889765912009643
170,3820,2023-10-06,1.2425390630882907
171,2694,2023-08-11,41.50095693193093
172,3754,2023-05-23,105.8353738348489
173,1972,2023-05-16,98.61017732296261
174,500,2023-04-27,5.3118545879531105
175,4115,2023-03-12,7.977749568081599
176,3774,2023-11-19,33.777249913442056
177,3648,2023-12-22,22.92087206581808
178,2867,2023-01-23,60.71370787165564
179,687,2023-03-22,34.15400126337447
180,2068,2023-10-24,1.0161652543200221
181,3922,2023-03-30,16.74316905573914
182,448,2023-12-09,115.88081015809149
183,1767,2023-10-15,35.82169385030474
184,1125,2023-07-12,79.9616954659327
185,294,2023-01-27,25.732989847545873
186,4161,2023-08-06,56.4995208362277
187,2547,2023-11-16,9.256467782940168
188,76,2023-03-14,66.69140851433875
189,3776,2023-11-19,77.22490634463412
190,2683,2023-12-29,4.723241112363601
191,3197,2023-06-30,10.124830146332625
192,2075,2023-01-10,31.077550564773354
193,1300,2023-02-20,50.72781498297431
194,2728,2023-06-09,50.7353450175998
195,4179,2023-07-12,55.161594215764765
196,3535,2023-02-15,62.660821789753676
197,2054,2023-07-19,35.23737400296045
198,1700,2023-04-13,42.76630712811577
199,4464,2023-05-18,0.42208323044942836
200,2519,2023-12-10,9.11212031685591
201,1738,2023-08-24,34.51396904106001
202,1931,2023-12-05,68.44100802145869
203,370,2023-07-09,82.75443673105408
204,3740,2023-04-27,65.27143506924055
205,4374,2023-03-12,33.31579144835175
206,340,2023-11-06,16.514000752210585
207,2863,2023-07-30,29.413793648979947
208,614,2023-10-12,0.46691826066492004
209,1104,2023-09-29,45.56011700027319
210,3778,2023-08-19,3.874671963681365
211,793,2023-07-16,7.855508273698016
212,67,2023-09-30,49.171848568084194
213,4311,2023-07-28,0.6719283374676581
214,4512,2023-02-11,42.613632927743964
215,4648,2023-04-06,50.85807918644388
216,3796,2023-09-04,77.62335400080764
217,571,2023-10-23,3.5227610079340526
218,540,2023-09-27,0.14679845695190227
219,117,2023-06-09,72.80535570157274
220,2199,2023-05-31,17.128309901113866
221,3032,2023-03-01,109.10926155461311
222,3457,2023-01-12,10.226431583374051
223,3052,2023-03-27,44.03480947711875
224,2482,2023-04-27,5.793536883133714
225,2368,2023-02-27,25.765964291647308
226,1635,2023-10-05,106.88082617757746
227,242,2023-07-11,46.86901667065747
228,465,2023-11-26,58.49741877237682
229,2251,2023-12-22,12.807253665795864
230,4645,2023-12-09,128.03601387122623
231,4954,2023-10-07,48.83952968236761
232,1879,2023-01-20,5.596070914903889
233,4882,2023-05-11,0.7837226369733453
234,4637,2023-07-18,0.802532082488022
235,2535,2023-01-23,2.628483968696783
236,1906,2023-12-21,121.30313814505315
237,3810,2023-02-02,22.18785354842159
238,572,2023-02-15,17.70765828232904
239,2709,2023-02-04,26.93945954072946
240,3642,2023-01-22,26.345343516615138
241,3505,2023-02-03,13.622813816867735
242,3620,2023-02-05,4.816075078063527
243,657,2023-04-11,5.74959256708238
244,3152,2023-06-03,45.71322657865088
245,949,2023-02-10,25.27822867295909
246,4111,2023-01-10,116.37227228966279
247,3023,2023-12-23,31.15650133698098
248,307,2023-04-24,35.00774141440406
249,705,2023-02-11,131.7248739849037
250,4493,2023-05-19,34.821702769999284
251,678,2023-03-13,34.85595064811676
252,2913,2023-03-12,22.56207560900761
253,3994,2023-04-20,61.96477868359216
254,211,2023-04-17,24.897746066912866
255,4495,2023-09-10,44.37571012591503
256,1397,2023-03-13,29.655622020596116
257,3461,2023-08-13,37.61778175835994
258,4354,2023-05-14,87.73107477792249
259,2163,2023-02-15,26.69899990893379
260,4430,2023-03-21,13.07329080093772
261,4445,2023-04-22,42.23577617681193
262,2281,2023-09-27,138.63649144304708
263,4545,2023-02-03,59.07991957883906
264,3149,2023-02-27,18.434719004467006
265,4081,2023-11-02,164.83353364227304
266,828,2023-08-05,20.982022853035527
267,2656,2023-12-08,204.47986387836323
268,2146,2023-07-14,10.659025424150343
269,3702,2023-04-15,397.812391606577
270,4558,2023-09-26,3.947055103242294
271,500,2023-05-06,62.45546187734509
272,2679,2023-08-22,67.43867498824571
273,1062,2023-03-26,56.90530312146005
274,3497,2023-12-15,75.16540735664397
275,4223,2023-07-20,31.91713234622744
276,1127,2023-04-14,2.781658405548029
277,1990,2023-12-08,22.13913849393798
278,2525,2023-08-11,51.40505812368807
279,3301,2023-02-14,51.95782416034484
280,2771,2023-06-08,10.85769080197187
281,4181,2023-06-18,14.58485317493072
282,1383,2023-02-15,33.344559084258364
283,4882,2023-09-15,65.21001521507024
284,4168,2023-05-04,95.79750927794124
285,3167,2023-05-20,4.522765829609469
286,2636,2023-11-16,129.928352837154
287,1030,2023-02-12,131.36845893003718
288,1619,2023-02-20,0.3982690843909809
289,4248,2023-12-05,35.30246031227341
290,3629,2023-10-03,44.23285273246698
291,1236,2023-08-17,40.33969988510112
292,2631,2023-08-13,47.82591306350789
293,3984,2023-11-10,34.99361536714038
294,1406,2023-11-11,17.39332928165107
295,4238,2023-07-22,5.02994827927668
296,1548,2023-06-22,11.683652786209123
297,1885,2023-10-30,67.40276682710183
298,2185,2023-03-23,13.79185961753184
299,219,2023-01-31,88.51271919320871
300,4351,2023-12-20,25.832826777317937
301,812,2023-02-10,26.76239291813748
302,270,2023-07-28,101.43694273245796
303,4979,2023-10-01,12.058301004280398
304,4700,2023-04-06,10.512553180970832
305,3206,2023-01-10,211.35862906615506
306,1187,2023-09-22,38.89218270578746
307,1734,2023-06-04,10.568204127220369
308,4797,2023-10-09,9.064394363411301
309,2968,2023-09-06,98.9038388781168
310,73,2023-03-26,45.79528619214691
311,4994,2023-01-29,6.110543004278955
312,4639,2023-01-20,108.97772076360788
313,4062,2023-11-25,29.340807311643673
314,631,2023-05-23,227.14392246027214
315,2843,2023-06-29,16.547598009157376
316,878,2023-08-03,37.625460830039856
317,757,2023-04-16,9.503592487708564
318,2666,2023-12-28,28.964679749180178
319,4294,2023-12-02,9.711866362904546
320,1451,2023-05-09,18.352939679102597
321,2541,2023-11-11,15.726342047824632
322,82,2023-01-04,16.640522714846664
323,1332,2023-11-14,175.0392486236691
324,1723,2023-08-08,1.9602529247763258
325,357,2023-07-04,34.344492465071106
326,1320,2023-07-07,49.61079905708129
327,580,2023-10-18,54.052575451779695
328,4396,2023-06-12,70.2322225720721
329,646,2023-12-30,71.5573501034656
330,2234,2023-04-11,155.6166556544383
331,2632,2023-06-04,70.46135685034295
332,3300,2023-06-24,86.77536055689139
333,308,2023-12-26,37.99805872477345
334,234,2023-09-26,53.599493137561026
335,1035,2023-11-06,32.51629371521171
336,2223,2023-09-19,16.17700420320697
337,2821,2023-03-28,18.79893777620699
338,4739,2023-06-10,22.355993037604478
339,1736,2023-05-17,20.824534444099413
340,4278,2023-11-21,38.088548428355196
341,942,2023-07-05,14.226467396175988
342,350,2023-02-07,36.3498966968204
343,2687,2023-08-28,123.99076831624407
344,1406,2023-10-27,26.040753365090758
345,3628,2023-11-20,12.592975841832496
346,1546,2023-02-01,21.297874677838298
347,4321,2023-08-14,104.73275191591847
348,1752,2023-04-16,142.10587837003808
349,1747,2023-02-28,108.88002175502223
350,4382,2023-04-10,16.93807554538064
351,1355,2023-06-23,24.5385299841398
352,3633,2023-05-21,184.3117966324378
353,4289,2023-11-01,19.567187572888095
354,1169,2023-12-13,7.416873732695219
355,4767,2023-09-04,16.57084611588712
356,4045,2023-03-10,166.18061209904727
357,2586,2023-03-05,26.88205245867262
358,4708,2023-06-03,135.81566729969902
359,901,2023-02-18,5.495331369761101
360,3342,2023-07-30,72.63358399611113
361,4147,2023-08-24,4.8995754182127405
362,128,2023-08-08,11.000904825544639
363,1676,2023-07-13,47.86895076745367
364,1778,2023-09-16,28.50031834203126
365,234,2023-05-29,54.93175237292941
366,2496,2023-12-31,181.35403171415467
367,584,2023-06-16,2.707696828570162
368,1467,2023-11-30,10.63656437541013
369,503,2023-02-07,51.113672405566156
370,4381,2023-01-28,113.42196281661094
371,1156,2023-10-28,79.88730396459003
372,1500,2023-04-12,31.328894162561248
373,936,2023-03-03,68.41774697165583
374,2592,2023-09-30,11.665853893901533
375,356,2023-06-17,0.6912864001778675
376,1995,2023-08-19,42.2004396365622
377,1446,2023-04-20,83.89779599310693
378,2660,2023-02-04,28.408926888963514
379,3281,2023-07-29,42.11122745676742
380,3975,2023-07-04,27.424747249687474
381,2505,2023-08-01,36.081232069914385
382,2147,2023-10-08,107.85772923000616
383,1211,2023-09-28,32.51780678767236
384,630,2023-09-06,0.37518343533816906
385,2718,2023-05-27,80.43407051698674
386,4883,2023-06-28,48.07975000133183
387,1495,2023-05-21,65.53955928094032
388,1108,2023-04-06,115.67583445855487
389,3078,2023-12-17,16.85862062048698
390,4987,2023-07-25,34.96529747183291
391,3435,2023-01-25,46.12594802253555
392,3055,2023-09-13,21.18587097218964
393,2816,2023-07-30,93.56194129566987
394,3782,2023-05-31,59.79464009873868
395,2036,2023-07-30,66.10171590263401
396,170,2023-03-22,82.51488818995021
397,3832,2023-11-11,14.92597470766569
398,2297,2023-12-18,68.4505864280287
399,4758,2023-11-03,74.31830204579963
400,2788,2023-04-19,92.38239049266191
401,3316,2023-05-18,33.524082812536534
402,632,2023-10-28,35.078085732515284
403,805,2023-10-08,5.166918085118929
404,3035,2023-07-05,95.56803143466904
405,3088,2023-04-01,38.12359700356729
406,4481,2023-03-05,45.12367180006186
407,3413,2023-06-21,6.473591134077535
408,4989,2023-06-01,46.04287366743079
409,3870,2023-08-30,2.144767021646319
410,792,2023-11-03,128.33323971554017
411,4142,2023-11-15,99.58526111051137
412,2552,2023-06-01,10.803271994523271
413,3842,2023-10-31,45.045563478151315
414,3215,2023-01-20,46.15307012394085
415,3357,2023-02-01,81.3374480635747
416,4926,2023-06-11,70.71830820163181
417,2573,2023-02-21,249.8604089570867
418,3905,2023-09-12,21.603855131424275
419,2095,2023-02-07,6.655571287874934
420,4624,2023-09-27,42.60383034921126
421,616,2023-06-01,72.1944097600252
422,3994,2023-07-19,16.82914679880285
423,4297,2023-09-21,13.472881999567834
424,2302,2023-05-14,81.08934118726219
425,2231,2023-08-22,70.06477421735704
426,1573,2023-06-20,11.369626255169385
427,3029,2023-11-07,101.7312885796463
428,2538,2023-10-07,7.235650427435206
429,505,2023-12-14,5.784002595418817
430,1946,2023-03-08,21.62439046513467
431,1862,2023-01-06,108.81198229654476
432,3723,2023-03-07,59.44438603439806
433,3684,2023-05-24,25.10308881467252
434,404,2023-03-03,8.554301031436209
435,4332,2023-08-21,62.49673830809238
436,1620,2023-08-01,45.70805249890806
437,2907,2023-05-26,219.83838184379968
438,3014,2023-09-08,72.52766458776271
439,3617,2023-04-23,5.386162814870353
440,4729,2023-03-21,65.13720925101022
441,1570,2023-05-26,14.883054583930475
442,3717,2023-09-27,163.3714057718258
443,140,2023-06-03,0.9730887608272686
444,4684,2023-03-11,13.613446072560675
445,1844,2023-09-24,34.55729687035816
446,3379,2023-01-02,4.118475653928576
447,2965,2023-10-08,21.084513934345615
448,4666,2023-09-07,34.38161807952081
449,3170,2023-09-07,29.613829219697855
450,2173,2023-06-17,30.863523861521912
451,3421,2023-01-09,105.60776317152896
452,3044,2023-12-08,35.18926562480001
453,1250,2023-10-28,141.55061161606187
454,2698,2023-05-20,7.99269365258952
455,2754,2023-02-11,16.442990366592486
456,4435,2023-05-04,53.4307046623741
457,4935,2023-06-30,16.642520899745303
458,3885,2023-06-07,21.33005050117851
459,95,2023-10-29,115.6460148889177
460,4292,2023-03-11,38.67007280116368
461,4288,2023-12-13,20.372911349480834
462,4618,2023-08-14,74.96459331122003
463,4849,2023-03-01,3.664286885990071
464,1676,2023-05-01,41.466975254137466
465,13,2023-02-24,5.249680379206461
466,2302,2023-11-06,9.730890462728627
467,4084,2023-12-01,3.2240170369443466
468,373,2023-09-12,115.97793097784361
469,4490,2023-02-28,2.4702517434955924
470,418,2023-02-05,36.32655861380187
471,817,2023-02-27,12.743154566185128
472,4870,2023-11-09,24.192036794493973
473,1804,2023-04-17,34.02696817586327
474,3613,2023-04-03,29.8973177261604
475,3405,2023-11-04,68.93361214471257
476,2940,2023-11-03,121.45467523262295
477,1333,2023-04-03,17.853194841747975
478,3247,2023-01-14,1.2423317018012887
479,756,2023-07-21,112.19007800703515
480,3526,2023-09-15,192.65013808371899
481,1797,2023-07-18,28.400776114449233
482,3970,2023-04-30,30.420900715340455
483,3060,2023-10-18,7.783364576780359
484,2178,2023-08-08,32.26772807875932
485,3557,2023-06-17,18.07355248594364
486,2051,2023-06-27,259.0717816127412
487,1990,2023-06-03,10.21903180766433
488,555,2023-12-18,23.787946524244745
489,266,2023-05-23,47.92104131861424
490,923,2023-12-29,21.16543449380045
491,2072,2023-08-03,32.1629798960608
492,534,2023-05-18,181.49965615414416
493,3984,2023-09-02,35.47108231439772
494,1694,2023-10-10,120.57561947728625
495,4976,2023-08-29,2.2019241744414013
496,2052,2023-05-26,6.38134827144041
497,3691,2023-10-15,144.57905972629982
498,4904,2023-08-17,6.890231879392377
499,2832,2023-12-17,66.69481098932556
500,4328,2023-04-16,29.529854897290793
501,2921,2023-03-18,26.10682836597718
502,4846,2023-08-28,53.825947334941645
503,4168,2023-02-28,65.0243367147953
504,4624,2023-11-15,134.38979576573814
505,886,2023-12-15,14.845256309350285
506,1459,2023-07-06,59.879722411426314
507,3796,2023-09-10,20.949240769347945
508,3156,2023-11-20,63.223264066721285
509,3411,2023-11-15,7.664326677483306
510,4025,2023-09-23,30.58228146632649
511,563,2023-01-14,10.14436309178681
512,4027,2023-09-02,20.5072694105568
513,2972,2023-06-28,62.87384940830809
514,345,2023-04-11,13.28623543798963
515,2717,2023-03-24,57.740707437332695
516,2679,2023-04-23,34.25301776732129
517,1673,2023-04-04,4.8275581133453835
518,3128,2023-08-19,24.444620025414935
519,4894,2023-11-14,101.7066632163535
520,3954,2023-04-10,226.83306204168355
521,1120,2023-08-28,23.016219019391322
522,1913,2023-11-14,2.821890035835122
523,3003,2023-06-09,6.973896158222881
524,2263,2023-04-01,77.5934657623126
525,743,2023-10-06,53.32474199039362
526,4154,2023-02-03,16.77447592787001
527,2453,2023-07-22,24.82136911177602
528,2769,2023-10-06,83.34017271588927
529,783,2023-10-27,26.64588899312458
530,97,2023-04-16,70.48290128404933
531,587,2023-06-17,17.49246468783145
532,4637,2023-07-03,64.51500233217644
533,4912,2023-07-19,31.405199630539183
534,2239,2023-01-14,39.41184021707144
535,917,2023-08-27,45.656425891162264
536,3350,2023-08-28,29.944122306681287
537,2587,2023-11-10,31.380672087402576
538,4181,2023-09-03,15.44246773039775
539,2489,2023-03-04,212.60039359280003
540,3794,2023-08-20,118.1247470420324
541,2838,2023-10-17,37.4734789457836
542,2387,2023-06-09,1.7621611462163997
543,1842,2023-05-16,9.22186792753533
544,1203,2023-01-23,96.18524992090151
545,4770,2023-10-21,133.54644490250664
546,730,2023-08-23,8.794639557541727
547,317,2023-08-15,66.3105354766468
548,76,2023-01-22,48.77859612798811
549,3047,2023-12-23,18.07611724927226
550,204,2023-08-01,28.643155189284325
551,4289,2023-06-29,56.54687221648651
552,3776,2023-06-06,5.340072877072213
553,2945,2023-05-21,10.47699090101853
554,4356,2023-08-17,1.694127882584056
555,3052,2023-06-19,116.24241721799378
556,2664,2023-05-06,42.65361379314692
557,432,2023-02-11,37.056764083314334
558,2764,2023-04-14,61.249717615015044
559,4792,2023-06-11,222.62341498120284
560,3163,2023-08-31,9.451437295349884
561,198,2023-03-15,7.141929528370529
562,39,2023-06-04,17.4630437321335
563,2519,2023-03-21,117.14127937780448
564,2127,2023-12-28,26.505571204485285
565,729,2023-06-19,78.87195838054313
566,3900,2023-10-09,11.340523303516983
567,3166,2023-11-04,34.02195776832813
568,4780,2023-06-04,6.817942972718254
569,4228,2023-07-15,26.627869535414966
570,2125,2023-11-13,15.209679815347126
571,4135,2023-04-15,39.86226864706895
572,3772,2023-01-03,75.79879312195715
573,3258,2023-06-02,139.3306269734375
574,3207,2023-06-02,16.692777844325114
575,2599,2023-12-24,67.9595880046564
576,4436,2023-07-12,108.39936102396017
577,3314,2023-09-13,6.668106179014209
578,1245,2023-08-21,44.08628091626476
579,4088,2023-10-20,47.3176952965421
580,658,2023-09-26,15.899167871385686
581,2966,2023-03-23,1.1385940987202685
582,1700,2023-05-23,14.832975565796797
583,4457,2023-05-14,43.9418731260677
584,3044,2023-10-22,10.935339939488182
585,4425,2023-05-21,16.937904933285612
586,1800,2023-03-17,61.53679821663942
587,4536,2023-03-15,25.401110481199286
588,3627,2023-05-03,3.3831906244314593
589,3978,2023-06-03,25.471819811160273
590,1977,2023-01-22,418.6470395650428
591,4929,2023-04-07,15.126355089158535
592,3670,2023-04-17,15.411692949496569
593,4193,2023-03-21,9.309636887331255
594,938,2023-07-12,15.847812705562811
595,1290,2023-02-12,42.75429079534286
596,4671,2023-08-21,167.05518435755891
597,2151,2023-08-26,46.78581872664856
598,4925,2023-06-20,26.368722863374643
599,513,2023-03-06,24.684794701592438
600,4762,2023-09-24,1.2262079253114895
601,1517,2023-05-06,0.12727696689119614
602,2083,2023-08-21,79.77515940718912
603,1405,2023-12-08,33.68298137165749
604,4493,2023-04-03,1.688668323889287
605,1932,2023-02-03,16.84550976087946
606,1886,2023-03-08,22.055796986232064
607,2354,2023-08-11,76.45950513220615
608,3808,2023-09-06,28.492232774063726
609,2747,2023-11-10,77.86603939561141
610,581,2023-09-24,50.2197786241545
611,2213,2023-02-19,1.6848824034148284
612,3330,2023-04-20,173.1888177099302
613,102,2023-12-23,10.010003663488625
614,4551,2023-07-19,16.121927867598853
615,4289,2023-09-23,82.85112266981517
616,3843,2023-12-24,10.526167609899998
617,2964,2023-01-08,25.63201210178841
618,4994,2023-06-07,100.1207725971552
619,4906,2023-06-13,50.705139917154405
620,299,2023-01-30,17.982582746532394
621,4117,2023-04-05,51.64821125458609
622,45,2023-12-27,83.73202617819811
623,2544,2023-02-18,25.866443085807962
624,3860,2023-08-14,42.39361445587381
625,4779,2023-03-18,220.84202260816096
626,4395,2023-04-23,166.99971890385447
627,3553,2023-09-07,35.56935729003753
628,3156,2023-01-30,5.054109400080058
629,3132,2023-03-12,60.31245111620045
630,288,2023-09-07,15.64115973085705
631,3706,2023-07-13,55.35363810904703
632,517,2023-10-18,21.674374524725792
633,2202,2023-02-15,63.427066470252534
634,4438,2023-07-09,22.88972787309286
635,4182,2023-09-09,141.676655531425
636,3659,2023-02-01,7.348080057876741
637,4287,2023-06-05,3.5428466629589055
638,3324,2023-03-26,75.97965412642613
639,4077,2023-09-13,25.651900140754215
640,3937,2023-11-03,31.328249019413267
641,1170,2023-01-19,135.7667789209897
642,991,2023-12-19,44.570238355569245
643,4972,2023-07-04,53.96558470273438
644,3706,2023-11-27,0.9828941353850871
645,1852,2023-08-13,55.511132509103014
646,2710,2023-05-15,24.579992776041614
647,4008,2023-06-07,30.829168556584573
648,2622,2023-09-20,82.52604887463895
649,2179,2023-08-27,37.095194496041806
650,839,2023-02-27,216.64586245955348
651,1556,2023-08-28,79.68096662620545
652,1223,2023-03-27,65.20651953820416
653,4935,2023-01-27,44.419998181508404
654,2044,2023-02-09,26.585162792127242
655,1434,2023-08-22,2.7160691763096336
656,1169,2023-12-22,0.9334547782618042
657,948,2023-04-19,2.394363837162054
658,161,2023-01-19,159.5100258716534
659,4560,2023-05-05,19.519868553013993
660,3132,2023-04-01,60.300323930946455
661,2628,2023-03-11,45.10886536136559
662,2536,2023-12-02,42.39280024044389
663,2273,2023-01-24,43.28481979712539
664,3464,2023-09-11,17.99800408860891
665,4805,2023-06-01,108.8119613828822
666,161,2023-06-07,125.79276900834087
667,1785,2023-06-16,51.715128236863336
668,1945,2023-06-22,99.73635439163365
669,3183,2023-04-09,3.0927604577805545
670,3975,2023-09-02,5.289766662012456
671,3625,2023-08-30,40.9430291979279
672,3745,2023-06-26,93.70502907000537
673,767,2023-06-12,18.948175015919283
674,2028,2023-05-28,39.7098407558873
675,4007,2023-10-19,0.5005234730189754
676,185,2023-05-27,215.73713974745914
677,1897,2023-06-17,72.83173592696933
678,3296,2023-04-19,22.425349058510548
679,2405,2023-12-11,203.76484821831622
680,2540,2023-01-22,4.8491182677636395
681,733,2023-07-12,31.197454607829712
682,1622,2023-09-12,3.0327056282814064
683,578,2023-08-15,20.39578202246463
684,2162,2023-05-31,12.382326864652967
685,378,2023-06-01,19.030151336443435
686,3849,2023-10-22,147.26081430297373
687,1309,2023-03-28,27.859798117420553
688,4193,2023-02-07,19.641820191342426
689,842,2023-05-07,51.189952627898535
690,2172,2023-06-24,57.50094122072241
691,156,2023-04-13,206.04120243100016
692,4149,2023-07-20,39.489267039237866
693,1703,2023-08-09,69.83009383867395
694,2636,2023-06-18,24.076693931805966
695,3386,2023-04-17,9.378725244605386
696,4822,2023-03-15,28.091511977551253
697,1414,2023-02-17,27.130938836573836
698,45,2023-03-13,27.289273977320217
699,1687,2023-07-10,59.44119977499835
700,2170,2023-12-04,26.038942263357796
701,3242,2023-07-03,154.13288749559737
702,2726,2023-01-23,202.99623615840937
